Frame File Name,Class ID,Class Name
Fire_0_0.wav,1,Fire
Fire_0_1.wav,1,Fire
Fire_0_2.wav,1,Fire
Fire_0_3.wav,1,Fire
Fire_0_4.wav,1,Fire
Fire_0_5.wav,1,Fire
Fire_0_6.wav,1,Fire
Fire_0_7.wav,1,Fire
Fire_0_8.wav,1,Fire
Fire_0_9.wav,1,Fire
Fire_1_0.wav,1,Fire
Fire_1_1.wav,1,Fire
Fire_1_2.wav,1,Fire
Fire_1_3.wav,1,Fire
Fire_1_4.wav,1,Fire
Fire_1_5.wav,1,Fire
Fire_1_6.wav,1,Fire
Fire_1_7.wav,1,Fire
Fire_1_8.wav,1,Fire
Fire_1_9.wav,1,Fire
Fire_2_0.wav,1,Fire
Fire_2_1.wav,1,Fire
Fire_2_2.wav,1,Fire
Fire_2_3.wav,1,Fire
Fire_2_4.wav,1,Fire
Fire_2_5.wav,1,Fire
Fire_2_6.wav,1,Fire
Fire_2_7.wav,1,Fire
Fire_2_8.wav,1,Fire
Fire_2_9.wav,1,Fire
Fire_3_0.wav,1,Fire
Fire_3_1.wav,1,Fire
Fire_3_2.wav,1,Fire
Fire_3_3.wav,1,Fire
Fire_3_4.wav,1,Fire
Fire_3_5.wav,1,Fire
Fire_3_6.wav,1,Fire
Fire_3_7.wav,1,Fire
Fire_3_8.wav,1,Fire
Fire_3_9.wav,1,Fire
Fire_4_0.wav,1,Fire
Fire_4_1.wav,1,Fire
Fire_4_2.wav,1,Fire
Fire_4_3.wav,1,Fire
Fire_4_4.wav,1,Fire
Fire_4_5.wav,1,Fire
Fire_4_6.wav,1,Fire
Fire_4_7.wav,1,Fire
Fire_4_8.wav,1,Fire
Fire_4_9.wav,1,Fire
Fire_5_0.wav,1,Fire
Fire_5_1.wav,1,Fire
Fire_5_2.wav,1,Fire
Fire_5_3.wav,1,Fire
Fire_5_4.wav,1,Fire
Fire_5_5.wav,1,Fire
Fire_5_6.wav,1,Fire
Fire_5_7.wav,1,Fire
Fire_5_8.wav,1,Fire
Fire_5_9.wav,1,Fire
Fire_6_0.wav,1,Fire
Fire_6_1.wav,1,Fire
Fire_6_2.wav,1,Fire
Fire_6_3.wav,1,Fire
Fire_6_4.wav,1,Fire
Fire_6_5.wav,1,Fire
Fire_6_6.wav,1,Fire
Fire_6_7.wav,1,Fire
Fire_6_8.wav,1,Fire
Fire_6_9.wav,1,Fire
Fire_7_0.wav,1,Fire
Fire_7_1.wav,1,Fire
Fire_7_2.wav,1,Fire
Fire_7_3.wav,1,Fire
Fire_7_4.wav,1,Fire
Fire_7_5.wav,1,Fire
Fire_7_6.wav,1,Fire
Fire_7_7.wav,1,Fire
Fire_7_8.wav,1,Fire
Fire_7_9.wav,1,Fire
Fire_8_0.wav,1,Fire
Fire_8_1.wav,1,Fire
Fire_8_2.wav,1,Fire
Fire_8_3.wav,1,Fire
Fire_8_4.wav,1,Fire
Fire_8_5.wav,1,Fire
Fire_8_6.wav,1,Fire
Fire_8_7.wav,1,Fire
Fire_8_8.wav,1,Fire
Fire_8_9.wav,1,Fire
Fire_9_0.wav,1,Fire
Fire_9_1.wav,1,Fire
Fire_9_2.wav,1,Fire
Fire_9_3.wav,1,Fire
Fire_9_4.wav,1,Fire
Fire_9_5.wav,1,Fire
Fire_9_6.wav,1,Fire
Fire_9_7.wav,1,Fire
Fire_9_8.wav,1,Fire
Fire_9_9.wav,1,Fire
Fire_10_0.wav,1,Fire
Fire_10_1.wav,1,Fire
Fire_10_2.wav,1,Fire
Fire_10_3.wav,1,Fire
Fire_10_4.wav,1,Fire
Fire_10_5.wav,1,Fire
Fire_10_6.wav,1,Fire
Fire_10_7.wav,1,Fire
Fire_10_8.wav,1,Fire
Fire_10_9.wav,1,Fire
Fire_11_0.wav,1,Fire
Fire_11_1.wav,1,Fire
Fire_11_2.wav,1,Fire
Fire_11_3.wav,1,Fire
Fire_11_4.wav,1,Fire
Fire_11_5.wav,1,Fire
Fire_11_6.wav,1,Fire
Fire_11_7.wav,1,Fire
Fire_11_8.wav,1,Fire
Fire_11_9.wav,1,Fire
Fire_12_0.wav,1,Fire
Fire_12_1.wav,1,Fire
Fire_12_2.wav,1,Fire
Fire_12_3.wav,1,Fire
Fire_12_4.wav,1,Fire
Fire_12_5.wav,1,Fire
Fire_12_6.wav,1,Fire
Fire_12_7.wav,1,Fire
Fire_12_8.wav,1,Fire
Fire_12_9.wav,1,Fire
Fire_13_0.wav,1,Fire
Fire_13_1.wav,1,Fire
Fire_13_2.wav,1,Fire
Fire_13_3.wav,1,Fire
Fire_13_4.wav,1,Fire
Fire_13_5.wav,1,Fire
Fire_13_6.wav,1,Fire
Fire_13_7.wav,1,Fire
Fire_13_8.wav,1,Fire
Fire_13_9.wav,1,Fire
Fire_14_0.wav,1,Fire
Fire_14_1.wav,1,Fire
Fire_14_2.wav,1,Fire
Fire_14_3.wav,1,Fire
Fire_14_4.wav,1,Fire
Fire_14_5.wav,1,Fire
Fire_14_6.wav,1,Fire
Fire_14_7.wav,1,Fire
Fire_14_8.wav,1,Fire
Fire_14_9.wav,1,Fire
Fire_15_0.wav,1,Fire
Fire_15_1.wav,1,Fire
Fire_15_2.wav,1,Fire
Fire_15_3.wav,1,Fire
Fire_15_4.wav,1,Fire
Fire_15_5.wav,1,Fire
Fire_15_6.wav,1,Fire
Fire_15_7.wav,1,Fire
Fire_15_8.wav,1,Fire
Fire_15_9.wav,1,Fire
Fire_16_0.wav,1,Fire
Fire_16_1.wav,1,Fire
